Time (hrs),Fill Percentage (%),Fill Level (cm),Day,Hour,Fill Rate (cm/hr),Previous Fill Percentage (%),Time Since Emptying (hrs),Time of Day_Morning,Time of Day_Afternoon,Time of Day_Evening
0.0,4.518090155860338,1.3554270467581016,0,0,0.0,0.0,0.0,0,0,0
0.163004248639589,0.12424120881228706,0.037272362643686115,0,0,-8.086627772684164,4.518090155860338,0.163004248639589,0,0,0
0.326008497279178,7.452207250630557,2.2356621751891668,0,0,13.486702530105436,0.12424120881228706,0.163004248639589,0,0,0
0.48901274591876703,9.844623478126957,2.953387043438087,0,0,4.403105282463207,7.452207250630557,0.163004248639589,0,0,0
0.652016994558356,5.157353403705336,1.547206021111601,0,0,-8.626652581526427,9.844623478126957,0.163004248639589,0,0,0
0.8150212431979451,6.416532356109704,1.9249597068329112,0,0,2.3174468694772696,5.157353403705336,0.16300424863958907,0,0,0
0.9780254918375341,7.67000544849776,2.3010016345493276,0,0,2.3069455603446576,6.416532356109704,0.16300424863958896,0,0,0
1.141029740477123,15.07191799312256,4.521575397936768,0,1,13.622796840696141,7.67000544849776,0.16300424863958896,0,0,0
1.304033989116712,16.02472757503607,4.807418272510821,0,1,1.7535915594817806,15.07191799312256,0.16300424863958907,0,0,0
1.4670382377563012,16.558604052274944,4.9675812156824835,0,1,0.9825691324512092,16.02472757503607,0.16300424863958907,0,0,0
1.6300424863958902,18.738598310921518,5.621579493276455,0,1,4.01215479382992,16.558604052274944,0.16300424863958907,0,0,0
1.793046735035479,25.814037208427603,7.7442111625282815,0,1,13.021940759011008,18.738598310921518,0.16300424863958884,0,0,0
1.9560509836750681,20.682008572763714,6.204602571829114,0,1,-9.4452052848225,25.814037208427603,0.16300424863958907,0,0,0
2.119055232314657,30.188723472010768,9.05661704160323,0,2,17.49656523419871,20.682008572763714,0.16300424863958907,0,0,0
2.282059480954246,26.145491033316162,7.843647309994848,0,2,-7.441338135242863,30.188723472010768,0.16300424863958884,0,0,0
2.4450637295938353,32.21734215602579,9.665202646807737,0,2,11.174894838725587,26.145491033316162,0.1630042486395893,0,0,0
2.608067978233424,35.349586226437715,10.604875867931314,0,2,5.764716128358379,32.21734215602579,0.16300424863958884,0,0,0
2.771072226873013,36.44067594849649,10.932202784548949,0,2,2.0080882513766367,35.349586226437715,0.16300424863958884,0,0,0
2.9340764755126023,38.16643154157452,11.449929462472356,0,2,3.1761545005377614,36.44067594849649,0.1630042486395893,0,0,0
3.097080724152191,39.167401074594416,11.750220322378325,0,3,1.8422271959912424,38.16643154157452,0.16300424863958884,0,0,0
3.2600849727917804,40.33579039070514,12.100737117211542,0,3,2.1503537346945314,39.167401074594416,0.1630042486395893,0,0,0
3.4230892214313693,44.85359121246044,13.456077363738132,0,3,8.314754111246017,40.33579039070514,0.16300424863958884,0,0,0
3.586093470070958,42.97629586024385,12.892888758073155,0,3,-3.4550547630829946,44.85359121246044,0.16300424863958884,0,0,0
3.7490977187105474,47.23432374157213,14.17029712247164,0,3,7.8366568666740655,42.97629586024385,0.1630042486395893,0,0,0
3.9121019673501363,51.65668861136928,15.497006583410785,0,3,8.139109698131682,47.23432374157213,0.16300424863958884,0,0,0
4.0751062159897256,47.46691473952802,14.240074421858406,0,4,-7.711039264574757,51.65668861136928,0.1630042486395893,0,0,0
4.238110464629314,50.776049589841115,15.232814876952332,0,4,6.090273495195386,47.46691473952802,0.16300424863958884,0,0,0
4.401114713268903,51.94120884863553,15.58236265459066,0,4,2.144408998879515,50.776049589841115,0.16300424863958884,0,0,0
4.564118961908492,54.237792057194774,16.271337617158434,0,4,4.226730090275952,51.94120884863553,0.16300424863958884,0,0,0
4.727123210548081,60.20797262337478,18.062391787012434,0,4,10.987775992355372,54.237792057194774,0.16300424863958884,0,0,0
4.890127459187671,62.444922635410194,18.733476790623058,0,4,4.116978601548146,60.20797262337478,0.16300424863958973,0,0,0
5.0531317078272595,61.58140306866122,18.474420920598366,0,5,-1.589258391647685,62.444922635410194,0.16300424863958884,0,0,0
5.216135956466848,64.81676468202905,19.445029404608714,0,5,5.95449807051604,61.58140306866122,0.16300424863958884,0,0,0
